dispatch_id,equipment_id,customer_id,dispatch_date,technician,service_type,hours_spent,labor_cost,resolution_summary,status
DISP-12358,EQ-7092,C-1375,2022-02-21T00:00:00Z,Sarah Williams,Preventive Maintenance,6.9,1035.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-12359,EQ-5010,C-1246,01-16-2022,Robert Martinez,Preventive Maintenance,9.8,1176.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-12360,EQ-7300,C-1456,2021-11-09T00:00:00Z,Lisa Rodriguez,Installation,7.5,900.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-12361,EQ-5111,C-1418,08/31/2022,Robert Martinez,Warranty Replacement,1.6,152.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-12362,EQ-6737,C-1379,2022-12-20,Patricia Davis,Software Update,2.4,360.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-12363,EQ-7138,C-1068,05-07-2022,Amanda Thompson,Emergency Repair,11.7,1111,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-12364,EQ-7448,C-1153,2021/06/26,Patricia Davis,Corrective Maintenance,4.6,USD 552.00,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-12365,EQ-6115,C-1287,03-04-2023,Jennifer Chen,Corrective Maintenance,11.8,1121.0,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-12366,EQ-6921,C-1481,2021-10-27,Patricia Davis,Installation,0.5,47.5,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12367,EQ-5053,C-1250,2022-07-18,Carlos Sanchez,Diagnostic,4.7,705.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-12368,EQ-5567,C-1362,12-07-2022,Mike Johnson,Software Update,10.1,1212.0,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-12369,EQ-6475,C-1365,06-26-2021,Robert Martinez,Warranty Replacement,11.3,1356.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-12370,EQ-6742,C-1128,02/26/2023,Michael Brown,Installation,7.6,722.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12371,EQ-5370,C-1009,06/21/2021,Sarah Williams,Preventive Maintenance,4.3,645.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12372,EQ-6819,C-1454,03/03/2022,Michael Brown,Corrective Maintenance,1.8,270.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-12373,EQ-5097,C-1284,2022/09/23,David Lee  ,Warranty Replacement,4.2,630.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-12374,EQ-5724,C-1402,2021-08-08,   ,Emergency Repair,7.3,547.5,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-12375,EQ-5349,C-1381,2021-10-09T00:00:00Z,Robert Martinez,Diagnostic,6.1,915.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-12376,EQ-99228,C-99699,05/11/2022,James Wilson  ,Software Update,9.2,1380.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-12377,EQ-6020,C-1163,09/27/2021,Maria Garcia,Emergency Repair,4.7,564.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-12378,EQ-7056,C-1068,06/06/2023,  David Lee  ,Corrective Maintenance,11.5,1092.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-12379,EQ-5274,C-1221,2021/08/17,Patricia Davis,Software Update,6.4,768.0,<html><body>Replaced burnt fuse block. Test run completed successfully.</body></html>,COMPLETED
DISP-12380,EQ-6857,C-1187,01/17/2023,James Wilson,Diagnostic,5.6,672.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-12381,EQ-7280,C-1095,2021-08-21T00:00:00Z,Sarah Williams,Warranty Replacement,2.3,$276.00,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-12382,EQ-6670,C-1456,2021/11/23,James Wilson,Warranty Replacement,9.3,1116.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-12383,EQ-6983,C-1025,07/06/2023,  Mike Johnson  ,Corrective Maintenance,5.1,612.0,<div>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</div>,In Progress
DISP-12384,EQ-5406,C-1022,04/13/2024,Carlos Sanchez,Preventive Maintenance,7.5,900.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-12385,EQ-5507,C-1183,2023-04-07,Maria   Garcia,Warranty Replacement,2.8,420.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-12386,EQ-6974,C-1028,2022-05-22,Robert Martinez,Installation,6.2,589.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-12387,EQ-6880,C-1466,12/22/2021,Patricia Davis,Installation,3.2,240.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-12388,EQ-6298,C-1241,2022/11/14,Lisa Rodriguez,Corrective Maintenance,8.6,1032.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-12389,EQ-7167,C-1242,2022-08-26T00:00:00Z,James Wilson,Corrective Maintenance,7.2,1080.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-12390,EQ-6056,C-1171,08/21/2022,Maria   Garcia,Software Update,8.6,645.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-12391,EQ-5945,C-1247,2021/12/13,Lisa Rodriguez,Emergency Repair,5.8,435.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-12392,EQ-6305,C-1510,05/27/2024,Lisa Rodriguez,Emergency Repair,9.4,893.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-12393,EQ-5040,C-1011,12/16/2022,Michael Brown,Warranty Replacement,8.6,1032.0,<div>Performed standard preventive check. Updated firmware to v4.2.1.</div>,Cancelled
DISP-12394,EQ-7110,C-1016,2023/09/16,Sarah Williams,Emergency Repair,8.1,769.5,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-12395,EQ-5157,C-1326,05/07/2024,Maria Garcia,Software Update,6.6,990.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12396,EQ-6865,C-1148,03-18-2023,David Lee  ,Software Update,11.6,1102.0,<html>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</html>,completed
DISP-12397,EQ-5231,C-1270,2023/04/22,Lisa Rodriguez,Preventive Maintenance,4.8,360.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-12398,EQ-7295,C-1383,2021/07/16,James Wilson,Software Update,2.4,228.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-12399,EQ-6731,C-1336,01/27/2023,Michael Brown,Preventive Maintenance,2.9,217.5,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-12400,EQ-6999,C-1312,08/18/2022,James Wilson,Software Update,3.5,262.5,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-12401,EQ-6896,C-1301,05/23/2024,Carlos Sanchez,Corrective Maintenance,7.3,876.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12402,EQ-6376,C-1057,07/11/2022,Sarah Williams,Warranty Replacement,11.2,1344.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-12403,EQ-6789,C-1142,2022-08-29T00:00:00Z,Robert Martinez,Installation,0.6,72.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-12404,EQ-5574,C-1223,2022-03-26T00:00:00Z,Lisa Rodriguez  ,Emergency Repair,6.4,768.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12405,EQ-6967,C-1276,2022/07/29,Maria Garcia,Corrective Maintenance,7.0,1050.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-12406,EQ-5989,C-1070,2021-10-08,Robert Martinez,Warranty Replacement,5.4,513.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-12407,EQ-99400,C-99462,2021-07-30,Michael Brown,Diagnostic,2.8,336,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-12408,EQ-5458,C-1474,12/28/2023,Lisa Rodriguez,Corrective Maintenance,7.3,876.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-12409,EQ-5294,C-1405,2022/11/27,Michael Brown,Emergency Repair,11.8,1121.0,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-12410,EQ-5360,C-1418,2024-04-25T00:00:00Z,Maria   Garcia,Preventive Maintenance,10.9,1635.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-12411,EQ-6268,C-1186,02/14/2024,James Wilson,Emergency Repair,6.4,608.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-12412,EQ-7365,C-1352,12/29/2021,James Wilson,Emergency Repair,1.1,104.5,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-12413,EQ-7433,C-1053,2021-12-30,Lisa Rodriguez,Diagnostic,10.1,959.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-12414,EQ-6675,C-1066,2022-05-15,Robert Martinez,Installation,6.4,768.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-12415,EQ-5635,C-1493,02/21/2023,Patricia Davis,Corrective Maintenance,1.7,204.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-12416,EQ-5048,C-1153,09-07-2022,Lisa Rodriguez,Diagnostic,6.1,579.5,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-12417,EQ-6298,C-1241,10/04/2023,   James Wilson,Corrective Maintenance,10.2,1224.0,<b>Replaced burnt fuse block. Test run completed successfully.</b>,COMPLETED
DISP-12418,EQ-7406,C-1481,2023-10-25,James Wilson,Diagnostic,5.5,825.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-12419,EQ-5929,C-1346,11/18/2023,Amanda Thompson  ,Diagnostic,4.7,705.0,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-12420,EQ-6953,C-1170,2021-12-05T00:00:00Z,Carlos Sanchez,Corrective Maintenance,2.8,266.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-12421,EQ-5330,C-1432,2022/07/17,Michael Brown,Emergency Repair,10.0,1200.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-12422,EQ-6447,C-1122,05-01-2024,Patricia Davis,Software Update,0.8,60.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-12423,EQ-5368,C-1154,11/27/2023,Maria Garcia,Diagnostic,3.3,313.5,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12424,EQ-7134,C-1395,03-26-2023,,Software Update,5.7,541.5,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-12425,EQ-6902,C-1453,2023-03-09,Mike Johnson,Preventive Maintenance,9.0,675.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-12426,EQ-5432,C-1140,09-19-2022,Amanda Thompson,Emergency Repair,6.9,655.5,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-12427,EQ-6504,C-1033,2021-10-04T00:00:00Z,Maria Garcia,Diagnostic,1.4,210.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-12428,EQ-5853,C-1237,01-30-2022,Patricia Davis,Diagnostic,8.1,1215.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-12429,EQ-5377,C-1301,06/04/2021,Mike Johnson,Software Update,5.9,885.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12430,EQ-6526,C-1296,2022-06-23,David Lee,Preventive Maintenance,6.0,570.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-12431,EQ-6097,C-1418,2021/09/21,Sarah Williams,Installation,1.1,165.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-12432,EQ-6489,C-1107,2021-07-21,Robert Martinez,Software Update,8.9,1068.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-12433,EQ-6259,C-1239,2023-07-25T00:00:00Z,Robert Martinez  ,Installation,6.7,1005.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12434,EQ-5304,C-1475,2022-04-14,Mike Johnson,Diagnostic,6.7,502.5,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-12435,EQ-5006,C-1196,2023-04-26,Patricia Davis,Diagnostic,2.2,165.0,Calibrated inverter output. System operating within normal parameters.,completed
DISP-12436,EQ-6219,C-1289,07-30-2022,James Wilson,Corrective Maintenance,8.2,615.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-12437,EQ-5489,C-1341,03/24/2023,David Lee,Installation,5.8,551.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-12438,EQ-6202,C-1057,12-21-2023,Mike Johnson,Emergency Repair,8.6,1290.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-12439,EQ-5422,C-1145,2022-04-24,Michael Brown  ,Corrective Maintenance,1.9,228.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-12440,EQ-5802,C-1206,2021-06-21,Sarah Williams,Preventive Maintenance,3.3,$247.50,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-12441,EQ-6817,C-1049,2022/10/20,David Lee,Preventive Maintenance,7.4,1110.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-12442,EQ-5884,C-1187,2022-05-27T00:00:00Z,Maria Garcia,Software Update,3.5,262.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-12443,EQ-6135,C-1402,2023/01/04,Michael Brown,Installation,7.6,1140.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-12444,EQ-99659,C-99877,02/24/2022,Sarah Williams,Diagnostic,6.3,598.5,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12445,EQ-7232,C-1380,2024-04-18T00:00:00Z,Robert Martinez,Corrective Maintenance,11.6,1102.0,<div>Replaced faulty thermal sensor and verified system bus voltage.</div>,Completed
DISP-12446,EQ-7196,C-1077,2022-03-10T00:00:00Z,Maria Garcia,Software Update,2.2,264.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-12447,EQ-6121,C-1205,2023-08-09,Maria Garcia,Preventive Maintenance,6.5,780.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-12448,EQ-5862,C-1380,12-25-2023,Sarah Williams,Preventive Maintenance,9.0,1350.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-12449,EQ-6914,C-1289,2021-11-18,David Lee,Installation,5.7,684.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-12450,EQ-5248,C-1405,11/24/2023,Sarah Williams,Warranty Replacement,3.5,525.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-12451,EQ-6847,C-1071,12/01/2023,James Wilson,Installation,8.2,984.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-12452,EQ-6083,C-1136,2023/11/06,Maria Garcia,Installation,1.2,114.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-12453,EQ-5109,C-1118,2023-08-21,Sarah Williams,Diagnostic,1.1,$165.00,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-12454,EQ-5813,C-1494,2024-05-30,Carlos Sanchez,Preventive Maintenance,1.6,192,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-12455,EQ-5464,C-1112,08-19-2023,Jennifer   Chen,Software Update,8.2,984.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-12456,EQ-6635,C-1423,2022/10/11,Patricia Davis,Warranty Replacement,9.1,1092.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-12457,EQ-5083,C-1245,02-18-2022,Lisa Rodriguez,Software Update,1.7,127.5,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12458,EQ-5934,C-1325,07/18/2022,Patricia Davis,Preventive Maintenance,9.3,697.5,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-12459,EQ-6487,C-1351,12/20/2022,Mike Johnson,Warranty Replacement,10.9,1308.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-12460,EQ-6737,C-1379,06/27/2022,   David Lee,Emergency Repair,9.3,883.5,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-12461,EQ-5340,C-1427,2023/06/10,Patricia Davis,Emergency Repair,9.4,705.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-12462,EQ-7280,C-1095,2022-03-25T00:00:00Z,James Wilson  ,Preventive Maintenance,3.3,495.0,<b>Performed standard preventive check. Updated firmware to v4.2.1.</b>,completed
DISP-12463,EQ-6198,C-1478,04/20/2024,Robert Martinez  ,Diagnostic,3.9,370.5,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-12464,EQ-5493,C-1188,06/06/2024,James Wilson,Emergency Repair,7.3,876.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-12465,EQ-7341,C-1132,12/09/2021,Robert Martinez,Diagnostic,4.6,552.0,Calibrated inverter output. System operating within normal parameters.,completed
DISP-12466,EQ-7086,C-1178,2022-01-11T00:00:00Z,Mike Johnson,Diagnostic,0.8,96.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-12467,EQ-7101,C-1224,2022-08-13,Carlos Sanchez,Warranty Replacement,1.6,120.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-12468,EQ-6699,C-1261,2024-02-03,Maria Garcia,Diagnostic,3.8,285.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-12469,EQ-6525,C-1243,08/18/2021,Sarah Williams,Warranty Replacement,1.6,$192.00,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-12470,EQ-5408,C-1318,2022-05-03T00:00:00Z,Carlos Sanchez,Installation,11.0,1045.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-12471,EQ-7142,C-1347,2022-02-25,Jennifer Chen,Software Update,6.3,472.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-12472,EQ-7053,C-1421,2021-06-20T00:00:00Z,   Jennifer Chen,Installation,8.5,637.5,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-12473,EQ-5371,C-1271,09-26-2022,   David Lee,Preventive Maintenance,4.6,437.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-12474,EQ-99555,C-99618,08-02-2024,   ,Preventive Maintenance,9.7,921.5,<html><body>Replaced faulty thermal sensor and verified system bus voltage.</body></html>,Cancelled
DISP-12475,EQ-6633,C-1475,2023/08/13,Mike Johnson,Software Update,2.3,172.5,Calibrated inverter output. System operating within normal parameters.,completed
DISP-12476,EQ-7344,C-1003,2022-05-21,Robert Martinez,Diagnostic,7.6,1140.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-12477,EQ-5843,C-1494,2023-03-30,Michael Brown,Warranty Replacement,9.1,682.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-12478,EQ-6063,C-1152,2023/11/05,Amanda Thompson,Warranty Replacement,4.3,322.5,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-12479,EQ-5626,C-1258,07-11-2024,  Michael Brown  ,Installation,10.2,1224.0,<div>Performed standard preventive check. Updated firmware to v4.2.1.</div>,COMPLETED
DISP-12480,EQ-6003,C-1384,2021/12/22,   ,Corrective Maintenance,9.5,1140.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-12481,EQ-5985,C-1292,03/27/2022,Michael Brown,Preventive Maintenance,9.3,1395.0,Replaced burnt fuse block. Test run completed successfully.,COMPLETED
DISP-12482,EQ-5495,C-1297,2023-11-26,Michael Brown,Software Update,8.5,1275.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-12483,EQ-5069,C-1150,2022-02-22T00:00:00Z,Michael Brown,Preventive Maintenance,8.7,652.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-12484,EQ-5378,C-1362,10/10/2021,Maria   Garcia,Preventive Maintenance,5.8,551.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-12485,EQ-6878,C-1297,2024-05-07,Carlos Sanchez,Preventive Maintenance,9.1,864.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-12486,EQ-5243,C-1373,2023-11-14T00:00:00Z,Robert Martinez,Installation,2.5,300.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-12487,EQ-5682,C-1090,2024/05/05,   Lisa Rodriguez,Corrective Maintenance,2.6,390.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-12488,EQ-7188,C-1066,2023-11-11T00:00:00Z,Amanda Thompson,Corrective Maintenance,9.9,1188.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-12489,EQ-6351,C-1315,06-08-2024,  Amanda Thompson  ,Warranty Replacement,2.4,360.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-12490,EQ-6642,C-1383,01-30-2024,Carlos Sanchez,Corrective Maintenance,4.9,465.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-12491,EQ-5444,C-1275,2022-11-22T00:00:00Z,Carlos Sanchez,Diagnostic,6.3,472.5,<html>Replaced faulty thermal sensor and verified system bus voltage.</html>,In Progress
DISP-12492,EQ-5603,C-1491,01-03-2022,Michael Brown,Diagnostic,3.4,408.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-12493,EQ-5786,C-1182,2024/03/19,Sarah Williams,Warranty Replacement,3.8,456.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-12494,EQ-6053,C-1245,2021/12/25,Amanda Thompson,Emergency Repair,8.9,1068.0,<strong>Replaced faulty thermal sensor and verified system bus voltage.</strong>,In Progress
DISP-12495,EQ-6138,C-1375,09-15-2022,David Lee,Software Update,8.1,972.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-12496,EQ-6654,C-1455,10-27-2023,Mike Johnson,Corrective Maintenance,324.5,38940.0,Replaced burnt fuse block. Test run completed successfully.,COMPLETED
DISP-12497,EQ-6450,C-1519,01/26/2024,Maria Garcia,Installation,9.9,1188.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-12498,EQ-7021,C-1425,2023-11-24,James Wilson  ,Software Update,10.4,988.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-12499,EQ-6016,C-1093,08/05/2023,,Corrective Maintenance,8.9,1335.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-12500,EQ-5061,C-1501,06/01/2021,Lisa Rodriguez,Preventive Maintenance,6.6,495.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-12501,EQ-5257,C-1019,2022-02-05T00:00:00Z,  Maria Garcia  ,Warranty Replacement,284.2,42630.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-12502,EQ-6712,C-1249,09/01/2022,Patricia Davis,Diagnostic,4.0,300.0,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-12503,EQ-6671,C-1348,2022/03/17,Robert Martinez,Preventive Maintenance,11.5,1380.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-12504,EQ-7481,C-1150,2022-04-08,Lisa Rodriguez,Software Update,11.1,1054.5,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-12505,EQ-5552,C-1217,10/12/2023,Carlos Sanchez,Corrective Maintenance,8.6,1032.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-12506,EQ-6159,C-1442,09/01/2022,Carlos Sanchez,Emergency Repair,8.3,1245.0,<p>Performed standard preventive check. Updated firmware to v4.2.1.</p>,Cancelled
DISP-12507,EQ-6405,C-1152,04-04-2023,Michael Brown,Preventive Maintenance,7.8,936.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-12508,EQ-7239,C-1243,2023-12-25,Lisa Rodriguez,Warranty Replacement,1.7,161.5,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-12509,EQ-6028,C-1422,04/06/2023,Amanda Thompson,Preventive Maintenance,0.8,120.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-12510,EQ-6052,C-1145,2023-03-28T00:00:00Z,Robert Martinez,Installation,5.7,684.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-12511,EQ-7486,C-1163,2021-06-08,James Wilson,Preventive Maintenance,7.2,684.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-12512,EQ-6844,C-1144,06-23-2022,Mike Johnson  ,Warranty Replacement,8.5,1275.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-12513,EQ-7126,C-1280,2023/02/09,Maria Garcia,Preventive Maintenance,2.6,390.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-12514,EQ-6950,C-1369,06/25/2021,Amanda Thompson,Diagnostic,3.8,361.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-12515,EQ-7004,C-1116,2024/08/03,Lisa Rodriguez,Software Update,4.0,380.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-12516,EQ-5091,C-1012,12/14/2023,Carlos   Sanchez,Warranty Replacement,5.9,USD 442.50,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-12517,EQ-5312,C-1277,07/22/2022,Michael Brown,Warranty Replacement,8.3,996.0,Replaced burnt fuse block. Test run completed successfully.,COMPLETED
DISP-12518,EQ-6111,C-1377,2023-01-10T00:00:00Z,Michael Brown,Installation,1.4,168.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-12519,EQ-7399,C-1101,2024/05/13,Mike Johnson,Diagnostic,5.8,USD 696.00,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-12520,EQ-5474,C-1097,2021/08/19,Mike Johnson,Installation,10.8,1026.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-12521,EQ-6594,C-1164,2022/02/19,David Lee,Warranty Replacement,10.2,1530.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-12522,EQ-6050,C-1308,2024-03-31,David Lee,Emergency Repair,4.7,564.0,<html><body>Performed standard preventive check. Updated firmware to v4.2.1.</body></html>,In Progress
DISP-12523,EQ-6980,C-1020,2021/08/03,Sarah Williams,Warranty Replacement,2.9,435.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-12524,EQ-99389,C-99621,2023-10-13T00:00:00Z,James Wilson,Warranty Replacement,3.6,432.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-12525,EQ-6004,C-1365,09/14/2023,Robert Martinez,Diagnostic,6.9,1035.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-12526,EQ-5478,C-1149,2024-03-26,Amanda Thompson,Emergency Repair,3.6,342.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
