equipment_id,customer_id,model,serial_number,install_date,capacity_kw,voltage,warranty_expiration,status,location_notes
EQ-6328,C-1284,X-9000,SN-X9000-80198,06-04-2021,1000,480V,2023-06-04,In Service,Underground vault 4
EQ-6761,C-1305,X-5000,SN-X5000-81823,2024/06/29,250,240V,06/29/2026,Standby,Rooftop solar coupler
EQ-7498,C-1273,X-12000,NULL,2021/11/13,1500,600V,2023-11-13T00:00:00Z,Maintenance,Substation B switchgear bay
EQ-7433,C-1053,X-12000,SN-X12000-27547,06-02-2023,1500,600V,06/01/2024,Decommissioned,Underground vault 4
EQ-5116,C-1371,X-7000,SN-X7000-99523,2023-03-06,500,480V,03-05-2025,IN SERVICE,High humidity bay installation
EQ-5531,C-1238,X-9000,SN-X9000-29718,11/05/2023,1000,480V,2026/11/04,Maintenance,NULL
EQ-5797,C-1515,X-12000,SN-X12000-65983,06/16/2021,1500,600V,2024-06-15T00:00:00Z,Maintenance,<strong>Substation B switchgear bay</strong>
EQ-5159,C-1491,X-3000,SN-X3000-19094,08/17/2022,100,120V,2025-08-16T00:00:00Z,Decommissioned,   
EQ-5735,C-1131,X-3000,SN-X3000-55436,2024-05-07,100,120V,2026/05/07,Standby,Substation B switchgear bay
EQ-5111,C-1418,X-7000,SN-X7000-20891,2021/04/27,500,480V,04/27/2022,Standby,Rooftop solar coupler
EQ-7411,C-1151,X-9000,SN-X9000-63389,04/29/2021,1000,480V,2023/04/29,Decommissioned,<b>High humidity bay installation</b>
EQ-5298,C-1144,X-9000,SN-X9000-37605,2021/04/02,1000,480V,2022-04-02,IN SERVICE,Primary power grid node
EQ-6697,C-1159,X-5000,SN-X5000-32664,2022-05-31,250,240V,2025/05/30,In Service,Primary power grid node
EQ-6028,C-1422,X-7000,SN-X7000-30045,11-16-2022,500,480V,2023/11/16,Maintenance,Backup unit near loading dock
EQ-5807,C-1382,X-12000,SN-X12000-28043,2022/12/04,1500,600V,2025-12-03,Decommissioned,Backup unit near loading dock
EQ-6336,C-1100,X-9000,SN-X9000-97534,2023/03/06,1000,480V,03/05/2024,Standby,Primary power grid node
EQ-5127,C-1184,X-5000,SN-X5000-22664,2024-02-04T00:00:00Z,250,240V,02/03/2027,Maintenance,Substation B switchgear bay
EQ-7165,C-1443,X-7000,SN-X7000-94440,12/29/2022,500,480V,12-28-2025,Maintenance,High humidity bay installation
EQ-5446,C-1431,X-7000,SN-X7000-30753,12/16/2021,500,480V,12/16/2022,in service,Primary power grid node
EQ-6140,C-1042,X-7000,SN-X7000-31176,2022-03-06T00:00:00Z,500,480V,2023-03-06T00:00:00Z,decommissioned,<p>Underground vault 4</p>
EQ-5806,C-1300,X-7000,SN-X7000-77936,2021/11/14,500,480V,11/13/2024,In Service,Backup unit near loading dock
EQ-5690,C-1456,X-3000,SN-X3000-51736,08/28/2022,100,120V,2025-08-27,In Service,Backup unit near loading dock
EQ-6240,C-1377,X-9000,SN-X9000-66100,02/26/2023,1000,480V,2024/02/26,in service,<b>Backup unit near loading dock</b>
EQ-7445,C-1478,X-3000,SN-X3000-87305,2022/03/27,100,120V,2024-03-26T00:00:00Z,Maintenance,Backup unit near loading dock
EQ-7460,C-1161,X-9000,SN-X9000-67390,10/05/2022,1000,480V,10/05/2023,in service,
EQ-5653,C-1296,X-5000,SN-X5000-89253,2022-04-22,250,240V,04-21-2025,IN SERVICE,Substation B switchgear bay
EQ-6978,C-1465,X-7000,SN-X7000-54571,2024-03-03T00:00:00Z,500,480V,2027-03-03,in service,<html>Substation B switchgear bay</html>
EQ-5079,C-1132,X-12000,SN-X12000-34752,2022-01-29T00:00:00Z,1500,600V,2023-01-29T00:00:00Z,in service,NULL
EQ-6189,C-1187,X-5000,SN-X5000-45638,06/16/2022,250,240V,06/15/2024,Standby,Rooftop solar coupler
EQ-5457,C-1284,X-12000,SN-X12000-73347,03/31/2022,1500,600V,2024/03/30,Maintenance,Backup unit near loading dock
EQ-6621,C-1133,X-5000,SN-X5000-79922,2022-06-29T00:00:00Z,250,240V,2023-06-29T00:00:00Z,Maintenance,Substation B switchgear bay
EQ-7116,C-1034,X-12000,SN-X12000-69075,03/23/2023,1500,600V,2025-03-22T00:00:00Z,IN SERVICE,<html>Substation B switchgear bay</html>
EQ-6487,C-1351,X-9000,SN-X9000-11040,07/12/2021,1000,480V,2024-07-11,IN SERVICE,High humidity bay installation
EQ-5684,C-1132,X-5000,SN-X5000-28564,2022-02-25T00:00:00Z,250,240V,02-24-2025,Decommissioned,Primary power grid node
EQ-5904,C-1332,X-7000,SN-X7000-67269,11/29/2021,500,480V,2022-11-29,Decommissioned,High humidity bay installation
EQ-7071,C-1249,X-7000,NULL,05-13-2021,500,480V,2023-05-13T00:00:00Z,IN SERVICE,Rooftop solar coupler
EQ-7207,C-1076,X-12000,SN-X12000-42312,2024/02/06,1500,600V,2027-02-05T00:00:00Z,in service,High humidity bay installation
EQ-6678,C-1332,X-7000,SN-X7000-64241,11/04/2023,500,480V,11/03/2025,in service,Primary power grid node
EQ-5220,C-1309,X-7000,SN-X7000-87759,12/13/2022,500,480V,2024-12-12T00:00:00Z,Maintenance,Primary power grid node
EQ-5485,C-1513,X-5000,SN-X5000-84847,2023/02/11,250,240V,2025-02-10T00:00:00Z,in service,Substation B switchgear bay
EQ-6373,C-1381,X-5000,SN-X5000-88769,2023/06/22,250,240V,06-21-2026,Standby,Rooftop solar coupler
EQ-5830,C-1363,X-12000,SN-X12000-23848,05/26/2023,1500,600V,2025-05-25T00:00:00Z,Standby,Primary power grid node
EQ-6467,C-1392,X-12000,SN-X12000-21583,11-26-2022,1500,600V,11/25/2024,IN SERVICE,Underground vault 4
EQ-5420,C-1483,X-7000,SN-X7000-78184,01-09-2022,500,480V,2025-01-08,Decommissioned,Primary power grid node
EQ-6245,C-1360,X-7000,   ,12/30/2022,500,480V,2023/12/30,In Service,Primary power grid node
EQ-6728,C-1178,X-3000,SN-X3000-74478,02/05/2024,100,120V,02/04/2027,IN SERVICE,Rooftop solar coupler
EQ-6249,C-1455,X-3000,SN-X3000-56281,2022/03/02,100,120V,2025/03/01,Maintenance,Rooftop solar coupler
EQ-7065,C-1304,X-5000,SN-X5000-43186,03/30/2022,250,240V,2023-03-30T00:00:00Z,In Service,High humidity bay installation
EQ-6941,C-1450,X-7000,SN-X7000-97183,05/03/2021,500,480V,2023/05/03,Decommissioned,High humidity bay installation
EQ-6785,C-1348,X-3000,SN-X3000-30079,10/23/2022,100,120V,2025/10/22,in service,High humidity bay installation
EQ-6531,C-1236,X-7000,SN-X7000-17820,10/17/2021,500,480V,2022/10/17,IN SERVICE,<b>Rooftop solar coupler</b>
EQ-6818,C-1469,X-5000,SN-X5000-92663,2023-05-30T00:00:00Z,250,240V,05/29/2026,in service,Rooftop solar coupler
EQ-7260,C-1313,X-9000,SN-X9000-36498,2021-06-16,1000,480V,06/16/2022,IN SERVICE,<html><body>Primary power grid node</body></html>
EQ-6390,C-1501,X-7000,SN-X7000-23872,09/14/2023,500,480V,09-13-2025,In Service,Substation B switchgear bay
EQ-5851,C-1130,X-7000,SN-X7000-24673,05/23/2023,500,480V,2024-05-22,IN SERVICE,Primary power grid node
EQ-5549,C-1347,X-12000,SN-X12000-37150,08/11/2023,1500,600V,08/10/2025,IN SERVICE,<html>Rooftop solar coupler</html>
EQ-5791,C-1302,X-12000,SN-X12000-82834,01/18/2023,1500,600V,01/17/2026,Standby,High humidity bay installation
EQ-5945,C-1247,X-12000,SN-X12000-26049,2021-12-15T00:00:00Z,1500,600V,2023-12-15,in service,Primary power grid node
EQ-6558,C-1491,X-9000,SN-X9000-69797,09/17/2023,1000,480V,09/16/2026,in service,Rooftop solar coupler
EQ-6220,C-1473,X-7000,,2022-10-22T00:00:00Z,500,480V,2023/10/22,Decommissioned,
EQ-6838,C-1266,X-12000,SN-X12000-18611,10/14/2022,1500,600V,10/13/2025,In Service,Substation B switchgear bay
EQ-7208,C-1051,X-5000,SN-X5000-21902,01-18-2024,250,240V,01-17-2027,in service,Substation B switchgear bay
EQ-6411,C-1034,X-12000,SN-X12000-89793,2022/10/10,1500,600V,2024-10-09T00:00:00Z,Standby,Primary power grid node
EQ-6071,C-1167,X-7000,SN-X7000-31478,06/18/2023,500,480V,06/17/2025,Maintenance,Substation B switchgear bay
EQ-5361,C-1247,X-5000,SN-X5000-63835,06/29/2021,250,240V,2022-06-29,Maintenance,<html>Rooftop solar coupler</html>
EQ-7166,C-1003,X-9000,NULL,07/02/2021,1000,480V,07-02-2022,in service,<b>Rooftop solar coupler</b>
EQ-6355,C-1483,X-12000,SN-X12000-83460,01/08/2024,1500,600V,01-07-2027,Decommissioned,Primary power grid node
EQ-5114,C-1281,X-3000,SN-X3000-94815,2023/09/19,100,120V,09/18/2025,Decommissioned,Substation B switchgear bay
EQ-7036,C-1300,X-3000,SN-X3000-38419,02/18/2024,100,120V,2026/02/17,In Service,High humidity bay installation
EQ-6677,C-1133,X-5000,SN-X5000-30387,2022/04/24,250,240V,2024-04-23T00:00:00Z,in service,Primary power grid node
EQ-6479,C-1053,X-12000,SN-X12000-58176,03/31/2024,1500,600V,03/31/2027,IN SERVICE,NULL
EQ-5022,C-1446,X-12000,SN-X12000-15326,09/04/2021,1500,600V,09/04/2023,in service,Primary power grid node
EQ-5656,C-1517,X-12000,SN-X12000-79966,2024-01-05T00:00:00Z,1500,600V,2027/01/04,Standby,Substation B switchgear bay
EQ-6517,C-1305,X-5000,SN-X5000-68349,2023/07/02,250,240V,2026/07/01,IN SERVICE,High humidity bay installation
EQ-7343,C-1195,X-5000,SN-X5000-17775,2023-03-25T00:00:00Z,250,240V,03-24-2026,Decommissioned,Underground vault 4
EQ-5778,C-1435,X-12000,SN-X12000-97257,2021-06-24T00:00:00Z,1500,600V,2023-06-24T00:00:00Z,Maintenance,High humidity bay installation
EQ-5913,C-1442,X-9000,SN-X9000-98007,11/02/2023,1000,480V,11-01-2024,IN SERVICE,Underground vault 4
EQ-6749,C-1250,X-3000,SN-X3000-31942,08-12-2023,100,120V,2026/08/11,Decommissioned,Primary power grid node
EQ-5668,C-1432,X-9000,SN-X9000-31890,2022/01/16,1000,480V,2023-01-16,In Service,High humidity bay installation
EQ-5743,C-1319,X-5000,SN-X5000-75274,2023-11-28T00:00:00Z,250,240V,11/27/2025,IN SERVICE,<b>Backup unit near loading dock</b>
EQ-5296,C-1285,X-5000,SN-X5000-53273,09/18/2023,250,240V,09/17/2026,Standby,<div>Underground vault 4</div>
EQ-5762,C-1309,X-5000,SN-X5000-73393,2023-07-14,250,240V,07/13/2026,In Service,Substation B switchgear bay
EQ-6885,C-1117,X-3000,SN-X3000-37517,06/28/2023,100,120V,06/27/2026,Maintenance,Substation B switchgear bay
EQ-5793,C-1434,X-12000,SN-X12000-57614,12-23-2022,1500,600V,12-22-2025,In Service,High humidity bay installation
EQ-5404,C-1457,X-9000,SN-X9000-32360,2022-02-17,1000,480V,02/17/2023,Decommissioned,Substation B switchgear bay
EQ-5714,C-1018,X-3000,SN-X3000-90076,07/02/2022,100,120V,07-01-2025,In Service,<b>Primary power grid node</b>
EQ-7375,C-1359,X-3000,SN-X3000-46362,2023-03-09T00:00:00Z,100,120V,03/08/2026,in service,Primary power grid node
EQ-5447,C-1151,X-9000,SN-X9000-76500,11-19-2022,1000,480V,11/18/2025,IN SERVICE,High humidity bay installation
EQ-7149,C-1177,X-12000,SN-X12000-98403,09/13/2021,1500,600V,2024/09/12,IN SERVICE,High humidity bay installation
EQ-5502,C-1286,X-7000,SN-X7000-80731,2023-04-21,500,480V,04-20-2025,in service,Backup unit near loading dock
EQ-6345,C-1331,X-12000,SN-X12000-50445,01/24/2024,1500,600V,2026-01-23,In Service,Underground vault 4
EQ-6025,C-1069,X-5000,SN-X5000-40425,2021-06-03,250,240V,2024-06-02T00:00:00Z,Maintenance,Rooftop solar coupler
EQ-5867,C-1035,X-5000,SN-X5000-64116,2023-07-21T00:00:00Z,250,240V,2024-07-20T00:00:00Z,Maintenance,High humidity bay installation
EQ-7424,C-1466,X-3000,SN-X3000-22305,2022-03-02T00:00:00Z,100,120V,2025-03-01,In Service,Rooftop solar coupler
EQ-7037,C-1087,X-3000,SN-X3000-18142,2022-11-05T00:00:00Z,100,120V,11-04-2024,in service,Substation B switchgear bay
EQ-6782,C-1047,X-9000,SN-X9000-53338,2022/11/22,1000,480V,11-21-2024,in service,Substation B switchgear bay
EQ-6714,C-1507,X-3000,SN-X3000-60994,2021-04-02T00:00:00Z,100,120V,2024/04/01,Decommissioned,NULL
EQ-5349,C-1381,X-7000,SN-X7000-85310,04/06/2021,500,480V,2024-04-05,IN SERVICE,Underground vault 4
EQ-7438,C-1137,X-9000,SN-X9000-23903,05/25/2024,1000,480V,2026-05-25T00:00:00Z,Standby,
EQ-5941,C-1118,X-3000,SN-X3000-32721,2022-02-16,100,120V,02/16/2024,IN SERVICE,NULL
EQ-7485,C-1301,X-7000,SN-X7000-92796,10/02/2021,500,480V,10/02/2023,IN SERVICE,High humidity bay installation
EQ-5311,C-1089,X-9000,SN-X9000-97164,2022-02-28T00:00:00Z,1000,480V,02-27-2025,Maintenance,Rooftop solar coupler
EQ-6716,C-1510,X-9000,SN-X9000-99228,2021-08-23T00:00:00Z,1000,480V,2022-08-23T00:00:00Z,Standby,Substation B switchgear bay
EQ-5560,C-1125,X-3000,SN-X3000-68473,01/02/2022,100,120V,2025/01/01,Maintenance,<html><body>High humidity bay installation</body></html>
EQ-7215,C-1326,X-5000,SN-X5000-51726,2022/09/25,250,240V,09/25/2023,IN SERVICE,Underground vault 4
EQ-6938,C-1365,X-3000,SN-X3000-14999,05-05-2024,100,120V,05-05-2025,in service,Rooftop solar coupler
EQ-7173,C-1157,X-7000,SN-X7000-42502,2021-11-06T00:00:00Z,500,480V,11/06/2023,Maintenance,High humidity bay installation
EQ-7463,C-1307,X-7000,SN-X7000-22418,12/25/2022,500,480V,12-24-2024,IN SERVICE,Rooftop solar coupler
EQ-6640,C-1181,X-12000,SN-X12000-35086,08-23-2021,1500,600V,08-23-2022,Maintenance,<b>Backup unit near loading dock</b>
EQ-5805,C-1076,X-12000,SN-X12000-91166,10-25-2023,1500,600V,2026/10/24,in service,Rooftop solar coupler
EQ-6565,C-1071,X-7000,SN-X7000-79607,05-13-2024,500,480V,05/13/2026,in service,<html>Substation B switchgear bay</html>
EQ-5542,C-1083,X-5000,SN-X5000-45861,2021/05/28,250,240V,05/27/2024,Maintenance,Rooftop solar coupler
EQ-5986,C-1463,X-3000,SN-X3000-71735,2021/12/03,100,120V,2024/12/02,IN SERVICE,Backup unit near loading dock
EQ-5073,C-1516,X-3000,SN-X3000-25622,2023-07-21T00:00:00Z,100,120V,2025-07-20,Maintenance,Rooftop solar coupler
EQ-6222,C-1319,X-5000,SN-X5000-45830,05/01/2023,250,240V,2025/04/30,In Service,Primary power grid node
EQ-6741,C-1305,X-5000,SN-X5000-83768,2021-05-06T00:00:00Z,250,240V,2022/05/06,Standby,Backup unit near loading dock
EQ-6923,C-1188,X-9000,SN-X9000-77981,04-24-2021,1000,480V,04-24-2022,In Service,Primary power grid node
EQ-5175,C-1054,X-9000,SN-X9000-12615,2023-04-13,1000,480V,2025/04/12,Decommissioned,Substation B switchgear bay
EQ-5846,C-1397,X-3000,SN-X3000-10824,10/19/2023,100,120V,10/18/2025,in service,Backup unit near loading dock
EQ-7360,C-1505,X-3000,SN-X3000-92824,2023-07-31T00:00:00Z,100,120V,2024/07/30,Maintenance,<b>Rooftop solar coupler</b>
EQ-7009,C-1058,X-9000,SN-X9000-77943,05-08-2022,1000,480V,05/08/2023,In Service,Rooftop solar coupler
EQ-6612,C-1245,X-9000,SN-X9000-63807,12/31/2021,1000,480V,12-31-2022,Standby,Underground vault 4
EQ-6286,C-1457,X-5000,SN-X5000-47692,09/27/2022,250,240V,09/27/2023,In Service,Substation B switchgear bay
EQ-6405,C-1152,X-9000,SN-X9000-88636,2022-03-21T00:00:00Z,1000,480V,2023/03/21,Decommissioned,<p>High humidity bay installation</p>
EQ-6290,C-1291,X-5000,SN-X5000-11168,2021-06-02T00:00:00Z,250,240V,2024-06-01T00:00:00Z,In Service,Backup unit near loading dock
EQ-5154,C-1103,X-9000,SN-X9000-80288,2022-11-08,1000,480V,2024/11/07,Decommissioned,High humidity bay installation
EQ-5978,C-1104,X-7000,SN-X7000-21976,2023-06-10T00:00:00Z,500,480V,2026-06-09T00:00:00Z,in service,<b>Backup unit near loading dock</b>
EQ-6994,C-1114,X-9000,SN-X9000-36948,2022-04-10T00:00:00Z,1000,480V,2025/04/09,Maintenance,Primary power grid node
EQ-7398,C-1279,X-7000,SN-X7000-97385,06-08-2021,500,480V,2022-06-08T00:00:00Z,IN SERVICE,Underground vault 4
EQ-5526,C-1490,X-12000,SN-X12000-29215,2021-11-16T00:00:00Z,1500,600V,2022-11-16T00:00:00Z,Maintenance,Primary power grid node
EQ-5189,C-1456,X-7000,SN-X7000-65905,08/27/2022,500,480V,08/26/2024,Standby,Backup unit near loading dock
EQ-6228,C-1183,X-5000,SN-X5000-69267,2021-08-04T00:00:00Z,250,240V,08-04-2022,IN SERVICE,Backup unit near loading dock
EQ-5897,C-1372,X-3000,SN-X3000-71937,2022/03/07,100,120V,2025-03-06T00:00:00Z,Decommissioned,Underground vault 4
EQ-6209,C-1136,X-3000,SN-X3000-27770,04/03/2024,100,120V,2025-04-03T00:00:00Z,In Service,Rooftop solar coupler
EQ-7161,C-1056,X-7000,SN-X7000-98254,2021-05-24,500,480V,05/24/2022,IN SERVICE,Substation B switchgear bay
EQ-7087,C-1189,X-5000,SN-X5000-70610,04/22/2021,250,240V,04-21-2024,in service,Rooftop solar coupler
EQ-5614,C-1320,X-5000,SN-X5000-20922,10/23/2021,250,240V,2023-10-23,Decommissioned,Rooftop solar coupler
EQ-7102,C-1104,X-7000,SN-X7000-56098,2021/07/01,500,480V,07/01/2022,Maintenance,High humidity bay installation
EQ-5143,C-1493,X-12000,SN-X12000-96967,2023-01-17T00:00:00Z,1500,600V,2026/01/16,Decommissioned,Substation B switchgear bay
EQ-7288,C-1239,X-3000,SN-X3000-70737,02/02/2022,100,120V,02-02-2023,Maintenance,Rooftop solar coupler
EQ-5424,C-1245,X-7000,SN-X7000-43021,2022-04-29T00:00:00Z,500,480V,04-28-2024,Maintenance,Substation B switchgear bay
EQ-6804,C-1006,X-3000,SN-X3000-23665,2021-10-30,100,120V,10-30-2023,Maintenance,Substation B switchgear bay
EQ-7471,C-1428,X-12000,SN-X12000-93864,05/20/2022,1500,600V,2023/05/20,in service,<b>Underground vault 4</b>
EQ-6874,C-1107,X-12000,SN-X12000-84854,04/10/2023,1500,600V,2025-04-09T00:00:00Z,In Service,Rooftop solar coupler
EQ-6090,C-1256,X-9000,SN-X9000-53231,2024/04/24,1000,480V,04/24/2026,In Service,<html><body>Rooftop solar coupler</body></html>
EQ-5686,C-1191,X-7000,SN-X7000-58705,2021/07/10,500,480V,07/10/2023,IN SERVICE,<html><body>Underground vault 4</body></html>
EQ-5795,C-1375,X-12000,SN-X12000-84852,2023-10-28T00:00:00Z,1500,600V,10/27/2024,in service,<strong>High humidity bay installation</strong>
EQ-7061,C-1286,X-12000,SN-X12000-74981,01-22-2024,1500,600V,2025-01-21T00:00:00Z,In Service,High humidity bay installation
EQ-5427,C-1385,X-3000,SN-X3000-18679,2023-05-09,100,120V,05-08-2026,decommissioned,   
EQ-5514,C-1123,X-9000,SN-X9000-66293,2022-09-02,1000,480V,09-01-2024,In Service,Backup unit near loading dock
EQ-5436,C-1229,X-5000,SN-X5000-16263,2022-01-14,250,240V,2024/01/14,in service,Substation B switchgear bay
EQ-5910,C-1343,X-3000,SN-X3000-52710,05/05/2021,100,120V,2022/05/05,in service,Rooftop solar coupler
EQ-6020,C-1163,X-5000,SN-X5000-52909,2022-05-15T00:00:00Z,250,240V,2025-05-14,Decommissioned,Underground vault 4
EQ-5992,C-1397,X-3000,SN-X3000-35120,2022-03-30T00:00:00Z,100,120V,2025-03-29T00:00:00Z,Decommissioned,Primary power grid node
EQ-7148,C-1351,X-5000,SN-X5000-69848,2022-07-18T00:00:00Z,250,240V,07/18/2023,Decommissioned,<b>Substation B switchgear bay</b>
EQ-7469,C-1058,X-9000,SN-X9000-41594,2022-05-29T00:00:00Z,1000,480V,05-28-2025,Decommissioned,Backup unit near loading dock
EQ-7211,C-1477,X-5000,SN-X5000-97249,12-21-2021,250,240V,12/21/2023,Maintenance,<html><body>Primary power grid node</body></html>
EQ-5765,C-1011,X-5000,SN-X5000-88654,08/08/2021,250,240V,08/07/2024,Maintenance,<div>High humidity bay installation</div>
EQ-6595,C-1068,X-5000,SN-X5000-53248,03/16/2024,250,240V,03/16/2027,In Service,Rooftop solar coupler
EQ-6789,C-1142,X-9000,SN-X9000-80371,2023/07/27,1000,480V,07-26-2026,Standby,Backup unit near loading dock
EQ-5476,C-1066,X-12000,SN-X12000-64443,2022/09/20,1500,600V,09-19-2024,IN SERVICE,<strong>Backup unit near loading dock</strong>
EQ-5671,C-1018,X-7000,SN-X7000-39171,2023/09/28,500,480V,09/27/2025,Maintenance,Backup unit near loading dock
EQ-5561,C-1141,X-5000,SN-X5000-36724,2024/03/18,250,240V,03-18-2026,In Service,Underground vault 4
EQ-6969,C-1074,X-3000,SN-X3000-77074,2023-07-06T00:00:00Z,100,120V,2024-07-05T00:00:00Z,Standby,Backup unit near loading dock
EQ-5525,C-1056,X-3000,SN-X3000-22462,2024-04-22T00:00:00Z,100,120V,2025-04-22T00:00:00Z,IN SERVICE,High humidity bay installation
EQ-6900,C-1156,X-7000,SN-X7000-71564,2023-05-21T00:00:00Z,500,480V,2024/05/20,IN SERVICE,Primary power grid node
EQ-6337,C-1453,X-7000,SN-X7000-48345,2023-03-02,500,480V,2024-03-01T00:00:00Z,in service,Underground vault 4
EQ-5369,C-1397,X-5000,SN-X5000-59556,04/16/2021,250,240V,2022/04/16,in service,<strong>Primary power grid node</strong>
EQ-5131,C-1107,X-9000,SN-X9000-96743,10-13-2023,1000,480V,10/12/2025,Decommissioned,Underground vault 4
EQ-5680,C-1314,X-3000,SN-X3000-82250,2023/10/28,100,120V,2024-10-27,Decommissioned,Backup unit near loading dock
EQ-6254,C-1135,X-9000,SN-X9000-74512,2022-04-03,1000,480V,2025-04-02T00:00:00Z,Maintenance,Underground vault 4
EQ-5319,C-1270,X-12000,SN-X12000-54194,04/06/2021,1500,600V,04-06-2022,Maintenance,Substation B switchgear bay
EQ-6643,C-1339,X-3000,SN-X3000-51330,05-15-2023,100,120V,05/14/2026,Standby,Substation B switchgear bay
EQ-7197,C-1154,X-7000,SN-X7000-33982,2022-04-28T00:00:00Z,500,480V,04/28/2023,IN SERVICE,High humidity bay installation
EQ-5255,C-1142,X-5000,SN-X5000-72611,2024/02/16,250,240V,02/15/2025,Decommissioned,Backup unit near loading dock
EQ-5936,C-1090,X-9000,SN-X9000-55621,2021/07/07,1000,480V,07/07/2023,Decommissioned,Rooftop solar coupler
EQ-6679,C-1287,X-12000,SN-X12000-96322,04/03/2022,1500,600V,2024/04/02,IN SERVICE,Substation B switchgear bay
EQ-7220,C-1276,X-5000,SN-X5000-68889,07/11/2022,250,240V,07-11-2023,IN SERVICE,Substation B switchgear bay
EQ-5092,C-1189,X-12000,SN-X12000-72624,2024-01-05T00:00:00Z,1500,600V,01/04/2027,Decommissioned,Backup unit near loading dock
EQ-5407,C-1189,X-12000,SN-X12000-25271,2021-12-20,1500,600V,2023-12-20T00:00:00Z,In Service,Primary power grid node
EQ-7120,C-1197,X-9000,SN-X9000-38066,02-13-2022,1000,480V,02/12/2025,Decommissioned,Backup unit near loading dock
EQ-6771,C-1310,X-12000,SN-X12000-77568,07-29-2021,1500,600V,07/29/2022,in service,<p>Substation B switchgear bay</p>
EQ-6269,C-1481,X-5000,SN-X5000-91849,2021/04/25,250,240V,04-25-2022,Maintenance,Substation B switchgear bay
EQ-5264,C-1465,X-5000,SN-X5000-88398,2023/02/20,250,240V,2024/02/20,Standby,Rooftop solar coupler
EQ-7158,C-1126,X-3000,SN-X3000-56308,12/21/2022,100,120V,12-20-2025,Maintenance,Underground vault 4
EQ-6718,C-1300,X-12000,SN-X12000-71150,2021-11-02,1500,600V,11/01/2024,in service,Underground vault 4
EQ-5716,C-1178,X-9000,SN-X9000-82794,2023-08-30,1000,480V,08-29-2024,Decommissioned,Substation B switchgear bay
EQ-5868,C-1463,X-7000,SN-X7000-66615,2023-09-22T00:00:00Z,500,480V,09/21/2024,Standby,Primary power grid node
EQ-6850,C-1262,X-5000,SN-X5000-75637,08/19/2022,250,240V,2024/08/18,Decommissioned,High humidity bay installation
EQ-6207,C-1282,X-3000,SN-X3000-48543,2022/10/15,100,120V,2023-10-15T00:00:00Z,IN SERVICE,Primary power grid node
EQ-6757,C-1387,X-5000,SN-X5000-86366,03-08-2024,250,240V,03/08/2025,In Service,Backup unit near loading dock
EQ-6476,C-1056,X-3000,SN-X3000-70240,2024/05/28,100,120V,05/28/2027,In Service,High humidity bay installation
EQ-5601,C-1032,X-7000,SN-X7000-73107,2021-08-13,500,480V,2022-08-13,in service,<p>Substation B switchgear bay</p>
EQ-6313,C-1514,X-7000,SN-X7000-51561,2021/05/31,500,480V,2022-05-31,Standby,High humidity bay installation
EQ-6380,C-1210,X-12000,SN-X12000-85569,2023-12-04T00:00:00Z,1500,600V,2025-12-03,Decommissioned,Substation B switchgear bay
EQ-6000,C-1048,X-12000,SN-X12000-95727,2024/02/11,1500,600V,2025-02-10,In Service,<b>Primary power grid node</b>
EQ-7232,C-1380,X-12000,SN-X12000-85234,2022/11/08,1500,600V,2023/11/08,Maintenance,   
EQ-6350,C-1417,X-12000,SN-X12000-98230,11-14-2023,1500,600V,2026-11-13,IN SERVICE,Rooftop solar coupler
EQ-5321,C-1052,X-3000,SN-X3000-87460,04-25-2024,100,120V,2026-04-25,Decommissioned,Rooftop solar coupler
EQ-5559,C-1437,X-9000,SN-X9000-74819,2024-05-19T00:00:00Z,1000,480V,05-19-2025,IN SERVICE,Primary power grid node
EQ-5376,C-1115,X-5000,SN-X5000-66062,2023-12-31,250,240V,2024-12-30T00:00:00Z,IN SERVICE,Backup unit near loading dock
EQ-5991,C-1268,X-9000,SN-X9000-63363,2023/06/10,1000,480V,06/09/2024,IN SERVICE,Primary power grid node
EQ-6423,C-1518,X-12000,SN-X12000-97972,2023-05-30,1500,600V,05/29/2024,in service,NULL
EQ-7015,C-1336,X-7000,SN-X7000-13927,2023/08/24,500,480V,2025-08-23T00:00:00Z,In Service,Rooftop solar coupler
EQ-6650,C-1343,X-9000,SN-X9000-89202,2022/07/15,1000,480V,07/15/2023,Decommissioned,Primary power grid node
EQ-6293,C-1390,X-12000,SN-X12000-93043,2023-06-03,1500,600V,06/02/2025,Standby,<div>Backup unit near loading dock</div>
EQ-5544,C-1430,X-12000,SN-X12000-22700,2022-10-09,1500,600V,10/09/2023,Maintenance,High humidity bay installation
EQ-6461,C-1221,X-9000,SN-X9000-90721,10/09/2021,1000,480V,10/09/2022,In Service,Underground vault 4
EQ-7219,C-1457,X-12000,SN-X12000-18584,2024-05-13T00:00:00Z,1500,600V,05-13-2026,IN SERVICE,<html>Primary power grid node</html>
EQ-5017,C-1137,X-12000,SN-X12000-98436,09/11/2021,1500,600V,2022-09-11T00:00:00Z,In Service,High humidity bay installation
EQ-6048,C-1335,X-7000,SN-X7000-72947,07/26/2021,500,480V,07/25/2024,Standby,<b>Underground vault 4</b>
EQ-7201,C-1141,X-7000,SN-X7000-16397,2023-09-08T00:00:00Z,500,480V,09/07/2024,In Service,Substation B switchgear bay
EQ-5029,C-1360,X-9000,SN-X9000-70548,2024/01/17,1000,480V,01-16-2025,Decommissioned,Underground vault 4
