claim_id,equipment_id,dispatch_id,part_id,claim_date,claim_amount,approved_amount,status,denial_reason,claim_notes
CLM-9330,EQ-6472,DISP-13544,,04-04-2024,3323.34,NULL,Under Review,<strong></strong>,Claim for replacement part N/A under equipment warranty.
CLM-9996,EQ-6510,DISP-10303,PRT-2112,2023/06/25,1345.81,968.52,APPROVED,N/A,  Claim for replacement part PRT-2112 under equipment warranty.  
CLM-9892,EQ-5886,DISP-12152,PRT-2124,2024/05/14,3279.18,NULL,Under Review,,Claim for replacement part PRT-2124 under equipment warranty.
CLM-9585,EQ-5992,,PRT-2092,2022-12-20,4182.44,NULL,Pending,,Claim for replacement part PRT-2092 under equipment warranty.
CLM-9291,EQ-6525,DISP-14260,,2022-12-20,2653.03,2653.03,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9798,EQ-6994,DISP-10127,PRT-2053,04/15/2022,813.72,NULL,Pending,,Claim for replacement part PRT-2053 under equipment warranty.
CLM-9127,EQ-6629,DISP-12115,PRT-2147,2022-03-04T00:00:00Z,720.93,0.0,Rejected,<p>Warranty expired prior to claim date</p>,Claim for replacement part PRT-2147 under equipment warranty.
CLM-9762,EQ-5968,,PRT-2046,01/17/2024,2351.88,2351.88,APPROVED,<div>N/A</div>,Claim for replacement part PRT-2046 under equipment warranty.
CLM-9488,EQ-7430,DISP-13616,,03/15/2024,4385.04,3489.47,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9597,EQ-5672,DISP-11570,PRT-2118,03/31/2024,188.51,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2118 under equipment warranty.
CLM-9822,EQ-7325,,,01/24/2023,4321.11,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-10188,EQ-5570,DISP-10646,PRT-2037,12/26/2022,1628.83,1628.83,APPROVED,N/A,Claim for replacement part PRT-2037 under equipment warranty.
CLM-10102,EQ-6432,DISP-13438,,12-03-2021,2430.3,2430.3,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9920,EQ-6252,DISP-14812,PRT-2133,2022-06-27,2893.23,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2133 under equipment warranty.
CLM-9785,EQ-5137,,PRT-2071,2024-04-20T00:00:00Z,484.64,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2071 under equipment warranty.  
CLM-9423,EQ-6389,DISP-14527,,2023-08-19T00:00:00Z,3371.64,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part N/A under equipment warranty.
CLM-10087,EQ-5713,,PRT-2030,2021/09/26,4220.06,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2030 under equipment warranty.
CLM-9056,EQ-6206,DISP-11451,PRT-2026,2022/10/25,2987.86,1797.99,APPROVED,N/A,Claim for replacement part PRT-2026 under equipment warranty.
CLM-9210,EQ-5251,DISP-14800,,2022-09-23T00:00:00Z,4727.55,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.
CLM-9679,EQ-5816,DISP-13859,PRT-2137,12-31-2022,717.57,717.57,Approved,N/A,Claim for replacement part PRT-2137 under equipment warranty.
CLM-9775,EQ-7370,,PRT-2090,2021-07-02,3504.83,3504.83,Approved,N/A,Claim for replacement part PRT-2090 under equipment warranty.
CLM-9006,EQ-6700,DISP-13425,PRT-2132,01/24/2023,682.1,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2132 under equipment warranty.
CLM-9489,EQ-6915,DISP-13592,,12-18-2022,1061.46,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-10125,EQ-5852,DISP-11787,,12/24/2022,1833.45,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part N/A under equipment warranty.
CLM-9262,EQ-5312,DISP-12923,,2022-03-29T00:00:00Z,588.39,0.0,Rejected,<html><body>Improper installation by non-certified party</body></html>,Claim for replacement part N/A under equipment warranty.
CLM-9993,EQ-7227,DISP-13778,PRT-2087,08-28-2023,1204.94,NULL,Pending,,Claim for replacement part PRT-2087 under equipment warranty.
CLM-9837,EQ-5811,DISP-11215,PRT-2029,2023/01/11,2108.08,NULL,Pending,,Claim for replacement part PRT-2029 under equipment warranty.
CLM-9331,EQ-5680,DISP-12913,PRT-2008,2022-04-20T00:00:00Z,2604.73,1348.34,APPROVED,N/A,Claim for replacement part PRT-2008 under equipment warranty.
CLM-9913,EQ-6849,DISP-12343,,05-28-2022,544.72,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-10019,EQ-7253,DISP-13468,,05/30/2024,1975.97,1975.97,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9944,EQ-6344,DISP-13617,PRT-2048,01/31/2023,4582.4,NULL,Under Review,,Claim for replacement part PRT-2048 under equipment warranty.
CLM-9288,EQ-6812,DISP-11572,PRT-2129,03-03-2022,2007.66,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2129 under equipment warranty.
CLM-9395,EQ-5896,DISP-13520,PRT-2020,2024/01/11,699.93,NULL,Under Review,,Claim for replacement part PRT-2020 under equipment warranty.
CLM-9282,EQ-7252,DISP-14803,,2022/12/26,3587.28,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9667,EQ-7239,DISP-12589,PRT-2046,2024/05/02,1109.3,NULL,Pending,,Claim for replacement part PRT-2046 under equipment warranty.  
CLM-9105,EQ-5548,DISP-12347,,11-11-2023,2706.05,NULL,Pending,,   Claim for replacement part N/A under equipment warranty.
CLM-9686,EQ-5780,DISP-10739,PRT-2130,2021/12/06,378.44,378.44,Approved,N/A,Claim for replacement part PRT-2130 under equipment warranty.
CLM-9194,EQ-5387,DISP-10745,PRT-2135,2021-10-09T00:00:00Z,3409.91,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2135 under equipment warranty.
CLM-9289,EQ-5798,DISP-10370,,02-27-2023,3712.68,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9242,EQ-6453,DISP-12651,PRT-2084,2024/03/09,4128.82,NULL,Under Review,,Claim for replacement part PRT-2084 under equipment warranty.
CLM-10076,EQ-7446,DISP-12066,PRT-2144,2021-12-13,1559.2,1559.2,Approved,N/A,Claim for replacement part PRT-2144 under equipment warranty.
CLM-9912,EQ-7163,DISP-12757,PRT-2012,12/15/2022,2412.61,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2012 under equipment warranty.
CLM-9243,EQ-5203,DISP-14386,PRT-2064,2024/06/17,4054.24,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2064 under equipment warranty.
CLM-9955,EQ-5685,DISP-11538,PRT-2067,2024-08-06,2688.67,2688.67,APPROVED,<p>N/A</p>,Claim for replacement part PRT-2067 under equipment warranty.
CLM-9508,EQ-7157,DISP-11808,,2022-11-16T00:00:00Z,4490.55,4490.55,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9378,EQ-6465,,,2022-09-28T00:00:00Z,3080.27,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-10007,EQ-5007,DISP-11597,PRT-2144,2024-07-01,320.95,NULL,Pending,,Claim   for   replacement   part   PRT-2144   under   equipment   warranty.
CLM-9848,EQ-5960,DISP-14331,PRT-2016,2022/07/01,1478.84,NULL,Under Review,,   Claim for replacement part PRT-2016 under equipment warranty.
CLM-10086,EQ-6237,,PRT-2021,05-07-2022,2112.24,2112.24,APPROVED,N/A,Claim for replacement part PRT-2021 under equipment warranty.
CLM-9188,EQ-6097,DISP-12162,PRT-2134,08/28/2023,4313.97,4313.97,APPROVED,N/A,Claim for replacement part PRT-2134 under equipment warranty.
CLM-9671,EQ-6386,DISP-10876,,2023-01-09,2483.77,2483.77,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-10153,EQ-6428,DISP-10247,PRT-2045,12/11/2022,1443.19,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2045 under equipment warranty.
CLM-9084,EQ-7172,DISP-13392,PRT-2149,2024/03/15,2554.4,2554.4,APPROVED,N/A,Claim for replacement part PRT-2149 under equipment warranty.
CLM-9232,EQ-5567,DISP-12309,,01/24/2023,3516.27,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.
CLM-9520,EQ-6858,DISP-10789,   ,05-09-2024,3005.85,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9070,EQ-6886,DISP-11839,PRT-2029,2023-01-18T00:00:00Z,1547.43,1547.43,Approved,N/A,Claim for replacement part PRT-2029 under equipment warranty.
CLM-9394,EQ-7369,DISP-12790,,2022-08-06,4490.76,4490.76,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-10088,EQ-6137,DISP-13491,PRT-2027,2023-09-11,711.66,711.66,APPROVED,N/A,Claim for replacement part PRT-2027 under equipment warranty.
CLM-9998,EQ-5744,,PRT-2150,03/10/2022,951.28,951.28,APPROVED,N/A,Claim for replacement part PRT-2150 under equipment warranty.
CLM-9778,EQ-7145,DISP-14014,PRT-2145,06/03/2024,4064.19,4064.19,APPROVED,N/A,Claim for replacement part PRT-2145 under equipment warranty.
CLM-9833,EQ-5685,DISP-11852,PRT-2078,2022-02-11T00:00:00Z,3188.41,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2078 under equipment warranty.
CLM-10193,EQ-6957,DISP-13768,PRT-2014,2021-08-14,674.37,NULL,Under Review,,Claim for replacement part PRT-2014 under equipment warranty.
CLM-9784,EQ-6766,DISP-11871,PRT-2037,08/02/2021,3334.7,3334.7,APPROVED,N/A,Claim for replacement part PRT-2037 under equipment warranty.
CLM-9082,EQ-5631,,PRT-2100,04/06/2023,4212.66,NULL,Pending,,Claim for replacement part PRT-2100 under equipment warranty.
CLM-10186,EQ-5626,DISP-10018,PRT-2113,2024/07/28,1918.44,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2113 under equipment warranty.
CLM-9102,EQ-7210,,PRT-2140,2022-05-13T00:00:00Z,4318.8,NULL,Pending,,Claim for replacement part PRT-2140 under equipment warranty.  
CLM-10055,EQ-7021,DISP-11803,PRT-2145,2021/10/11,413.96,NULL,Under Review,,Claim for replacement part PRT-2145 under equipment warranty.
CLM-9944,EQ-6344,DISP-13617,PRT-2048,01/31/2023,4582.4,NULL,Under Review,,Claim for replacement part PRT-2048 under equipment warranty.
CLM-9575,EQ-5248,,PRT-2020,2024/08/01,1763.77,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2020 under equipment warranty.
CLM-9097,EQ-6531,DISP-10324,PRT-2018,2023-01-02,3008.85,3008.85,Approved,N/A,Claim for replacement part PRT-2018 under equipment warranty.
CLM-9529,EQ-6228,DISP-12417,PRT-2005,2022-04-21,1969.23,1969.23,APPROVED,<html><body>N/A</body></html>,Claim for replacement part PRT-2005 under equipment warranty.
CLM-10152,EQ-6043,DISP-12834,PRT-2115,2022-01-05,3276.78,NULL,Pending,,Claim for replacement part PRT-2115 under equipment warranty.
CLM-9374,EQ-5929,DISP-11335,PRT-2021,08-29-2022,3196.53,3196.53,Approved,N/A,Claim for replacement part PRT-2021 under equipment warranty.
CLM-9755,EQ-5776,DISP-14233,PRT-2011,05/18/2022,2887.29,NULL,Under Review,<p></p>,Claim for replacement part PRT-2011 under equipment warranty.  
CLM-9988,EQ-7147,DISP-14504,PRT-2015,05/11/2023,655.52,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2015 under equipment warranty.
CLM-9314,EQ-7029,DISP-14030,PRT-2066,2022/01/25,1287.88,NULL,Under Review,<b></b>,Claim for replacement part PRT-2066 under equipment warranty.
CLM-10173,EQ-5020,DISP-10821,PRT-2115,04/18/2022,4071.71,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2115 under equipment warranty.
CLM-9075,EQ-5416,,,2024/04/29,657.93,657.93,Under Review,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9415,EQ-7269,,PRT-2140,11-02-2023,1317.28,1317.28,Pending,N/A,Claim for replacement part PRT-2140 under equipment warranty.
CLM-9265,EQ-5099,DISP-10609,PRT-2060,2023-12-19T00:00:00Z,4162.64,NULL,Pending,,Claim for replacement part PRT-2060 under equipment warranty.
CLM-9819,EQ-7196,DISP-13013,PRT-2039,09/21/2021,4153.68,NULL,Under Review,,Claim for replacement part PRT-2039 under equipment warranty.
CLM-9594,EQ-7116,DISP-12955,PRT-2051,04-04-2024,229.71,NULL,Under Review,,Claim for replacement part PRT-2051 under equipment warranty.
CLM-10165,EQ-5299,DISP-13777,PRT-2101,2023-12-18T00:00:00Z,3416.22,NULL,Pending,<html></html>,Claim for replacement part PRT-2101 under equipment warranty.
CLM-10065,EQ-6341,DISP-12229,PRT-2141,01/29/2022,872.92,779.78,Approved,N/A,Claim for replacement part PRT-2141 under equipment warranty.
CLM-9450,EQ-5179,DISP-13269,PRT-2035,2024/06/11,1863.57,NULL,Pending,,Claim for replacement part PRT-2035 under equipment warranty.
CLM-9652,EQ-5854,,PRT-2130,2022-10-27,2697.92,NULL,Under Review,<p></p>,Claim for replacement part PRT-2130 under equipment warranty.
CLM-9519,EQ-6035,,PRT-2146,12/03/2023,4289.52,NULL,Under Review,,Claim for replacement part PRT-2146 under equipment warranty.
CLM-9388,EQ-5362,,PRT-2108,2021/10/20,595.31,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2108 under equipment warranty.
CLM-9224,EQ-6846,DISP-13952,PRT-2055,01/02/2023,3375.66,NULL,Under Review,,Claim for replacement part PRT-2055 under equipment warranty.
CLM-9016,EQ-7458,DISP-13561,PRT-2138,02/20/2024,4168.51,4168.51,Approved,N/A,Claim for replacement part PRT-2138 under equipment warranty.
CLM-9038,EQ-6654,DISP-11022,PRT-2059,12/11/2021,1322.13,1322.13,APPROVED,N/A,Claim   for   replacement   part   PRT-2059   under   equipment   warranty.
CLM-9583,EQ-6415,DISP-13713,PRT-2110,2023/08/03,4643.55,4643.55,Approved,N/A,Claim for replacement part PRT-2110 under equipment warranty.
CLM-9704,EQ-6473,DISP-13750,PRT-2140,05-23-2023,686.88,NULL,Pending,<b></b>,Claim for replacement part PRT-2140 under equipment warranty.
CLM-9856,EQ-5863,DISP-14904,,2024-05-05T00:00:00Z,163.99,163.99,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9117,EQ-5565,DISP-14342,PRT-2092,2022-08-08T00:00:00Z,1018.98,1018.98,Approved,N/A,Claim for replacement part PRT-2092 under equipment warranty.
CLM-9602,EQ-7445,DISP-11539,PRT-2013,04/24/2023,243.08,NULL,Under Review,,Claim for replacement part PRT-2013 under equipment warranty.  
CLM-9683,EQ-7244,,PRT-2060,2022-10-24T00:00:00Z,1601.2,NULL,Pending,,Claim for replacement part PRT-2060 under equipment warranty.
CLM-9760,EQ-7124,DISP-14074,,11/10/2021,3726.29,0.0,Rejected,<p>Improper installation by non-certified party</p>,Claim for replacement part N/A under equipment warranty.
CLM-9984,EQ-6861,DISP-14085,PRT-2006,2022-08-12T00:00:00Z,3387.45,0.0,Rejected,<html>Normal wear and tear excluded</html>,Claim for replacement part PRT-2006 under equipment warranty.
CLM-9638,EQ-6335,DISP-13874,PRT-2139,05/30/2024,1692.05,1692.05,APPROVED,N/A,Claim for replacement part PRT-2139 under equipment warranty.
CLM-9279,EQ-6386,DISP-14672,PRT-2088,06-18-2024,458.91,458.91,Approved,N/A,Claim for replacement part PRT-2088 under equipment warranty.  
CLM-9601,EQ-6383,,PRT-2122,2022-04-19T00:00:00Z,2392.86,NULL,Pending,,Claim for replacement part PRT-2122 under equipment warranty.
CLM-9130,EQ-5314,DISP-12486,PRT-2030,05-17-2022,1208.1,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2030 under equipment warranty.
CLM-9293,EQ-6321,DISP-11616,PRT-2020,05/12/2024,588.86,NULL,Pending,,Claim for replacement part PRT-2020 under equipment warranty.
CLM-9608,EQ-7000,DISP-13070,,03-31-2024,4689.78,3797.08,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9326,EQ-6998,DISP-13857,PRT-2118,07/10/2022,3273.98,NULL,Pending,,   Claim for replacement part PRT-2118 under equipment warranty.
CLM-9607,EQ-6316,DISP-11233,,01/14/2024,547.07,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-10100,EQ-5468,DISP-14535,PRT-2046,02/19/2022,2173.74,2173.74,Approved,N/A,Claim for replacement part PRT-2046 under equipment warranty.
CLM-9867,EQ-7288,,PRT-2059,2023-08-13T00:00:00Z,2713.32,2713.32,Approved,<html>N/A</html>,Claim for replacement part PRT-2059 under equipment warranty.
CLM-9345,EQ-7308,DISP-10042,,05/23/2023,862.08,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part N/A under equipment warranty.
CLM-9927,EQ-5748,,NULL,2023-08-06,2958.48,2958.48,APPROVED,<html><body>N/A</body></html>,Claim for replacement part N/A under equipment warranty.  
CLM-9088,EQ-7358,,PRT-2124,2021/09/08,2871.17,2871.17,Approved,N/A,   Claim for replacement part PRT-2124 under equipment warranty.
CLM-10052,EQ-5997,DISP-13493,PRT-2116,02/11/2022,3841.7,1955.34,APPROVED,N/A,Claim for replacement part PRT-2116 under equipment warranty.
CLM-9186,EQ-5639,DISP-13273,PRT-2018,2022-08-23,2985.28,2985.28,Approved,N/A,Claim for replacement part PRT-2018 under equipment warranty.
CLM-9756,EQ-6294,DISP-13646,,2021-07-08,2467.89,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part N/A under equipment warranty.
CLM-9153,EQ-7249,DISP-14181,PRT-2017,2022-04-21,4642.36,4642.36,Approved,N/A,Claim for replacement part PRT-2017 under equipment warranty.
CLM-9636,EQ-5523,,PRT-2119,07-03-2021,618.85,618.85,Approved,N/A,Claim   for   replacement   part   PRT-2119   under   equipment   warranty.
CLM-9260,EQ-6196,,PRT-2002,2024-06-23T00:00:00Z,1656.01,NULL,Under Review,,Claim for replacement part PRT-2002 under equipment warranty.
CLM-9934,EQ-5872,DISP-10364,PRT-2144,06-22-2023,774.71,774.71,APPROVED,<strong>N/A</strong>,Claim for replacement part PRT-2144 under equipment warranty.
CLM-9501,EQ-6884,DISP-12341,,01/31/2023,4636.8,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9402,EQ-6401,DISP-13167,PRT-2097,01-22-2022,545.01,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2097 under equipment warranty.
CLM-9964,EQ-7296,DISP-11770,,2022/02/22,823.97,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-10114,EQ-5566,DISP-11745,PRT-2020,2022/01/11,3188.27,NULL,Pending,,Claim for replacement part PRT-2020 under equipment warranty.
CLM-9517,EQ-6302,DISP-12390,PRT-2043,2024/05/29,4733.35,4733.35,Approved,<div>N/A</div>,Claim for replacement part PRT-2043 under equipment warranty.
CLM-9522,EQ-5149,DISP-12373,PRT-2066,07/11/2023,340.39,340.39,APPROVED,N/A,Claim for replacement part PRT-2066 under equipment warranty.
CLM-9844,EQ-6960,DISP-12563,,08/10/2021,307.5,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9018,EQ-7025,DISP-14038,PRT-2112,2022/11/13,365.15,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2112 under equipment warranty.
CLM-9917,EQ-7340,DISP-10816,PRT-2088,10-03-2021,1843.13,1843.13,APPROVED,N/A,Claim for replacement part PRT-2088 under equipment warranty.
CLM-9642,EQ-7473,DISP-12396,PRT-2130,2024-01-12,4763.32,4763.32,Approved,N/A,Claim for replacement part PRT-2130 under equipment warranty.
CLM-9134,EQ-5658,DISP-12814,PRT-2121,10-24-2023,408.17,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2121 under equipment warranty.
CLM-10127,EQ-7439,DISP-11336,PRT-2081,2024-07-04,4290.24,NULL,Under Review,,Claim for replacement part PRT-2081 under equipment warranty.
CLM-9858,EQ-5057,DISP-13063,PRT-2072,2022-09-21,1605.74,1605.74,APPROVED,N/A,Claim for replacement part PRT-2072 under equipment warranty.
CLM-9116,EQ-7202,DISP-10751,PRT-2064,2022-08-01,3239.43,2738.28,Approved,N/A,Claim for replacement part PRT-2064 under equipment warranty.
CLM-9459,EQ-6887,DISP-13533,PRT-2059,2022-10-29,4458.93,3358.52,Approved,N/A,Claim for replacement part PRT-2059 under equipment warranty.
CLM-9418,EQ-6592,DISP-13234,,2021-08-22,590.98,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9157,EQ-7464,DISP-12069,,08-18-2021,3070.07,1658.37,APPROVED,<p>N/A</p>,Claim for replacement part N/A under equipment warranty.
CLM-9062,EQ-6758,DISP-12026,PRT-2133,02/22/2022,2636.44,NULL,Under Review,,Claim for replacement part PRT-2133 under equipment warranty.
CLM-9511,EQ-5068,DISP-12031,,07/12/2024,1102.94,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part N/A under equipment warranty.
CLM-9977,EQ-7321,DISP-10838,PRT-2026,11-25-2023,3513.56,3513.56,Approved,N/A,Claim for replacement part PRT-2026 under equipment warranty.
CLM-9076,EQ-5531,DISP-14978,,2023-07-10T00:00:00Z,3284.31,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9734,EQ-5811,DISP-13064,PRT-2024,2022-10-19T00:00:00Z,2031.65,2031.65,APPROVED,N/A,Claim for replacement part PRT-2024 under equipment warranty.
CLM-10098,EQ-6361,,,12/17/2021,1057.09,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.
CLM-9903,EQ-6107,,PRT-2121,2022-01-28,3895.52,NULL,Pending,,Claim for replacement part PRT-2121 under equipment warranty.
CLM-9721,EQ-6223,,PRT-2103,04/11/2023,3721.95,3721.95,APPROVED,N/A,Claim for replacement part PRT-2103 under equipment warranty.
CLM-9818,EQ-7436,DISP-13735,PRT-2146,2023-02-18T00:00:00Z,3383.29,NULL,Under Review,,Claim for replacement part PRT-2146 under equipment warranty.
CLM-9278,EQ-5475,DISP-14321,PRT-2137,2024/01/31,4180.3,NULL,Pending,,Claim for replacement part PRT-2137 under equipment warranty.
CLM-9273,EQ-7365,DISP-13879,PRT-2083,10/12/2021,3395.94,NULL,Under Review,,   Claim for replacement part PRT-2083 under equipment warranty.
CLM-9717,EQ-5158,DISP-14327,,2023-11-04,3039.61,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9039,EQ-5084,DISP-13707,,05/09/2023,3546.77,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9713,EQ-6724,,PRT-2016,2021/07/12,1795.84,1795.84,Approved,N/A,Claim for replacement part PRT-2016 under equipment warranty.
CLM-9749,EQ-6739,DISP-13585,PRT-2050,11/06/2022,2177.09,NULL,Under Review,,Claim for replacement part PRT-2050 under equipment warranty.
CLM-9022,EQ-6366,DISP-10666,PRT-2078,2023/11/13,3698.42,NULL,Pending,,Claim for replacement part PRT-2078 under equipment warranty.
CLM-9448,EQ-6524,,PRT-2055,12/30/2023,4579.64,NULL,Pending,,Claim for replacement part PRT-2055 under equipment warranty.
CLM-9141,EQ-6853,DISP-12103,,2021-12-13,3094.4,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9344,EQ-5137,DISP-14575,PRT-2085,2024-02-15T00:00:00Z,2581.89,2581.89,APPROVED,N/A,Claim for replacement part PRT-2085 under equipment warranty.
CLM-9168,EQ-5550,DISP-14670,,2023-09-21,4166.94,4166.94,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9552,EQ-5267,DISP-14873,PRT-2091,01-09-2022,4299.75,4299.75,APPROVED,N/A,Claim for replacement part PRT-2091 under equipment warranty.
CLM-9073,EQ-6901,DISP-12928,,2023/12/17,2629.99,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-10104,EQ-5025,DISP-14568,,2023/07/30,230.93,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9384,EQ-5320,DISP-12525,PRT-2147,2022/09/18,3274.92,NULL,Pending,,Claim for replacement part PRT-2147 under equipment warranty.
CLM-9640,EQ-7265,DISP-11847,,2022-07-04,633.48,633.48,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-10120,EQ-7489,DISP-14361,PRT-2091,01/16/2024,2389.2,NULL,Under Review,,Claim for replacement part PRT-2091 under equipment warranty.
CLM-9432,EQ-5798,DISP-12772,PRT-2002,2024/07/01,3559.16,3559.16,Approved,<p>N/A</p>,Claim for replacement part PRT-2002 under equipment warranty.  
CLM-9619,EQ-7020,DISP-11615,PRT-2019,01-30-2022,3284.39,NULL,Pending,,Claim for replacement part PRT-2019 under equipment warranty.
CLM-10160,EQ-6544,DISP-13503,,2022-05-01T00:00:00Z,200.93,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part N/A under equipment warranty.  
CLM-10092,EQ-6730,DISP-13101,PRT-2026,10-11-2021,3271.13,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2026 under equipment warranty.  
CLM-9862,EQ-6126,DISP-11106,PRT-2035,2023-08-30,3132.75,2485.6,Approved,<div>N/A</div>,Claim for replacement part PRT-2035 under equipment warranty.
CLM-9571,EQ-7053,DISP-13460,PRT-2062,09/07/2021,3522.86,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2062 under equipment warranty.  
CLM-9008,EQ-7225,DISP-14690,PRT-2059,2021/09/20,1869.19,1869.19,Approved,N/A,Claim for replacement part PRT-2059 under equipment warranty.
CLM-9487,EQ-6966,DISP-10646,PRT-2084,2023/07/18,3195.02,NULL,Pending,,Claim for replacement part PRT-2084 under equipment warranty.
CLM-9719,EQ-7490,DISP-11421,NULL,11/05/2022,2777.84,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9221,EQ-6691,DISP-14993,PRT-2119,06/08/2022,1277.71,1277.71,Approved,N/A,Claim for replacement part PRT-2119 under equipment warranty.
CLM-10025,EQ-7169,DISP-12652,,08-29-2021,952.31,674.58,Approved,<b>N/A</b>,Claim for replacement part N/A under equipment warranty.
CLM-9966,EQ-6396,DISP-12471,PRT-2138,02-12-2023,4417.11,NULL,Under Review,,Claim for replacement part PRT-2138 under equipment warranty.
CLM-9043,EQ-5528,DISP-12260,PRT-2104,04/20/2024,1315.0,1202.11,Approved,N/A,Claim for replacement part PRT-2104 under equipment warranty.
CLM-9503,EQ-6723,DISP-13533,PRT-2060,2021-12-21T00:00:00Z,1285.31,1285.31,Approved,N/A,Claim for replacement part PRT-2060 under equipment warranty.
CLM-9142,EQ-7476,DISP-11146,,03/20/2023,1805.91,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9162,EQ-5597,,PRT-2052,2024-02-11,386.67,NULL,Under Review,,Claim for replacement part PRT-2052 under equipment warranty.
CLM-9098,EQ-5433,DISP-14227,PRT-2082,2024-01-25,3033.41,NULL,Pending,,Claim for replacement part PRT-2082 under equipment warranty.
CLM-9946,EQ-5403,DISP-13940,,2022-01-28,174.2,174.2,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9375,EQ-6011,DISP-13597,PRT-2018,11/07/2023,4446.74,4446.74,APPROVED,N/A,Claim for replacement part PRT-2018 under equipment warranty.
CLM-9268,EQ-5780,DISP-13282,PRT-2086,07/21/2023,2093.24,2093.24,APPROVED,N/A,Claim for replacement part PRT-2086 under equipment warranty.
CLM-9950,EQ-6526,DISP-13861,PRT-2090,2023-07-01,1951.02,NULL,Under Review,,Claim for replacement part PRT-2090 under equipment warranty.
CLM-9078,EQ-5701,NULL,PRT-2080,11/02/2021,1960.74,1960.74,Approved,N/A,Claim for replacement part PRT-2080 under equipment warranty.
